taxon_id,taxon_kind,scientific_name,language,common_name,source,source_priority,confidence,display_status,reviewer,notes,apply_status
reftaxon:inaturalist:204456,referenced_taxon,Acrocephalus arundinaceus,en,Great Reed Warbler,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204472,referenced_taxon,Buteo buteo,nl,Buizerd,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204496,referenced_taxon,Corvus corone,en,Carrion Crow,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204496,referenced_taxon,Corvus corone,nl,Zwarte Kraai,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204533,referenced_taxon,Larus argentatus,fr,Goéland argenté,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204533,referenced_taxon,Larus argentatus,en,European Herring Gull,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204533,referenced_taxon,Larus argentatus,nl,Zilvermeeuw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204545,referenced_taxon,Motacilla flava,en,Western Yellow Wagtail,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:204556,referenced_taxon,Oriolus oriolus,en,Eurasian Golden Oriole,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:2599,referenced_taxon,Alcedo atthis,en,Common Kingfisher,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:2938,referenced_taxon,Streptopelia turtur,en,European Turtle-Dove,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:2969,referenced_taxon,Streptopelia decaocto,fr,Tourterelle turque,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:2969,referenced_taxon,Streptopelia decaocto,nl,Turkse Tortel,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3017,referenced_taxon,Columba livia,en,Rock Pigeon,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3033,referenced_taxon,Columba oenas,en,Stock Dove,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3048,referenced_taxon,Columba palumbus,en,Common Wood-Pigeon,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3048,referenced_taxon,Columba palumbus,nl,Houtduif,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3108,referenced_taxon,Patagioenas fasciata,en,Band-tailed Pigeon,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:326092,referenced_taxon,Anas platyrhynchos × Cairina moschata,en,Mallard × Muscovy Duck,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:336399,referenced_taxon,Coloeus monedula,fr,Choucas des tours,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:336399,referenced_taxon,Coloeus monedula,nl,Kauw,inaturalist:all_names,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:339691,referenced_taxon,Parus cinereus,en,Asian Tit,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:34,referenced_taxon,Grus americana,en,Whooping Crane,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3439,referenced_taxon,Zenaida auriculata,en,Eared Dove,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3454,referenced_taxon,Zenaida macroura,en,Mourning Dove,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:357,referenced_taxon,Gallinula tenebrosa,en,Dusky Moorhen,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:3731,referenced_taxon,Platalea leucorodia,en,Eurasian Spoonbill,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
reftaxon:inaturalist:41,referenced_taxon,Grus grus,en,Common Crane,manual_or_curated_existing,1,high,displayable_curated,,source-attested by localized-name-apply-plan-v1,ready
