priority,taxon_id,taxon_kind,scientific_name,language,existing_name,selected_candidate_name,selected_source,selected_source_priority,display_status,recommendation,conflict_status,alternatives,affected_target_count,affected_ready_target_count,relationship_occurrence_count,projected_unlock_value,reviewer,reviewed_name,review_confidence,review_source,review_notes,apply_status
P3,reftaxon:inaturalist:144510,referenced_taxon,Chroicocephalus ridibundus,en,Black-headed Gull,Black-headed Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144510,referenced_taxon,Chroicocephalus ridibundus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144809,referenced_taxon,Poecile palustris,fr,Poecile palustris,Poecile palustris,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144809,referenced_taxon,Poecile palustris,en,Marsh Tit,Marsh Tit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144809,referenced_taxon,Poecile palustris,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144815,referenced_taxon,Poecile atricapillus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144815,referenced_taxon,Poecile atricapillus,en,Black-capped Chickadee,Black-capped Chickadee,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144815,referenced_taxon,Poecile atricapillus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144823,referenced_taxon,Periparus ater,fr,Periparus ater,Periparus ater,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144823,referenced_taxon,Periparus ater,en,Coal Tit,Coal Tit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144823,referenced_taxon,Periparus ater,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144830,referenced_taxon,Lophophanes cristatus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144830,referenced_taxon,Lophophanes cristatus,en,Crested Tit,Crested Tit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144830,referenced_taxon,Lophophanes cristatus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144849,referenced_taxon,Cyanistes caeruleus,fr,Mésange bleue,Mésange bleue,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144849,referenced_taxon,Cyanistes caeruleus,en,Eurasian Blue Tit,Eurasian Blue Tit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144849,referenced_taxon,Cyanistes caeruleus,nl,Pimpelmees,Pimpelmees,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144882,referenced_taxon,Troglodytes pacificus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144882,referenced_taxon,Troglodytes pacificus,en,Pacific Wren,Pacific Wren,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:144882,referenced_taxon,Troglodytes pacificus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145303,referenced_taxon,Spinus spinus,fr,Spinus spinus,Spinus spinus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145303,referenced_taxon,Spinus spinus,en,Eurasian Siskin,Eurasian Siskin,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145303,referenced_taxon,Spinus spinus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145310,referenced_taxon,Spinus tristis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145310,referenced_taxon,Spinus tristis,en,American Goldfinch,American Goldfinch,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145310,referenced_taxon,Spinus tristis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145360,referenced_taxon,Chloris chloris,fr,Verdier d'Europe,Verdier d'Europe,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145360,referenced_taxon,Chloris chloris,en,European Greenfinch,European Greenfinch,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145360,referenced_taxon,Chloris chloris,nl,Groenling,Groenling,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145363,referenced_taxon,Troglodytes troglodytes,fr,Troglodyte mignon,Troglodyte mignon,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145363,referenced_taxon,Troglodytes troglodytes,en,Eurasian Wren,Eurasian Wren,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:145363,referenced_taxon,Troglodytes troglodytes,nl,Winterkoning,Winterkoning,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1454382,referenced_taxon,Nannopterum auritum,fr,Nannopterum auritum,Nannopterum auritum,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1454382,referenced_taxon,Nannopterum auritum,en,Double-crested Cormorant,Double-crested Cormorant,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1454382,referenced_taxon,Nannopterum auritum,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1455918,referenced_taxon,Spilopelia chinensis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1455918,referenced_taxon,Spilopelia chinensis,en,Spotted Dove,Spotted Dove,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1455918,referenced_taxon,Spilopelia chinensis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14849,referenced_taxon,Sturnus unicolor,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14849,referenced_taxon,Sturnus unicolor,en,Spotless Starling,Spotless Starling,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14849,referenced_taxon,Sturnus unicolor,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14850,referenced_taxon,Sturnus vulgaris,fr,Étourneau sansonnet,Étourneau sansonnet,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14850,referenced_taxon,Sturnus vulgaris,en,European Starling,European Starling,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:14850,referenced_taxon,Sturnus vulgaris,nl,Spreeuw,Spreeuw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:15282,referenced_taxon,Sylvia atricapilla,fr,Fauvette à tête noire,Fauvette à tête noire,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:15282,referenced_taxon,Sylvia atricapilla,en,Eurasian Blackcap,Eurasian Blackcap,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:15282,referenced_taxon,Sylvia atricapilla,nl,Zwartkop,Zwartkop,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:15302,referenced_taxon,Sylvia borin,fr,Sylvia borin,Sylvia borin,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:15302,referenced_taxon,Sylvia borin,en,Garden Warbler,Garden Warbler,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:15302,referenced_taxon,Sylvia borin,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1579015,referenced_taxon,Astur gentilis,fr,Astur gentilis,Astur gentilis,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1579015,referenced_taxon,Astur gentilis,en,Eurasian Goshawk,Eurasian Goshawk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1579015,referenced_taxon,Astur gentilis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1587553,referenced_taxon,Larus smithsonianus × glaucescens,fr,Larus smithsonianus × glaucescens,Larus smithsonianus × glaucescens,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1587553,referenced_taxon,Larus smithsonianus × glaucescens,en,Cook Inlet Gull,Cook Inlet Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1587553,referenced_taxon,Larus smithsonianus × glaucescens,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1667146,referenced_taxon,Anser caerulescens × Branta canadensis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1667146,referenced_taxon,Anser caerulescens × Branta canadensis,en,Snow × Canada Goose,Snow × Canada Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1667146,referenced_taxon,Anser caerulescens × Branta canadensis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1667148,referenced_taxon,Anser anser × Branta canadensis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1667148,referenced_taxon,Anser anser × Branta canadensis,en,Greylag × Canada Goose,Greylag × Canada Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1667148,referenced_taxon,Anser anser × Branta canadensis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:17835,referenced_taxon,Dryocopus martius,fr,Pic noir,Pic noir,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:17835,referenced_taxon,Dryocopus martius,en,Black Woodpecker,Black Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:17835,referenced_taxon,Dryocopus martius,nl,Zwarte Specht,Zwarte Specht,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:17871,referenced_taxon,Dendrocopos major,fr,Pic épeiche,Pic épeiche,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:17871,referenced_taxon,Dendrocopos major,en,Great Spotted Woodpecker,Great Spotted Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:17871,referenced_taxon,Dendrocopos major,nl,Grote bonte specht,Grote bonte specht,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18204,referenced_taxon,Melanerpes erythrocephalus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18204,referenced_taxon,Melanerpes erythrocephalus,en,Red-headed Woodpecker,Red-headed Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18204,referenced_taxon,Melanerpes erythrocephalus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18205,referenced_taxon,Melanerpes carolinus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18205,referenced_taxon,Melanerpes carolinus,en,Red-bellied Woodpecker,Red-bellied Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18205,referenced_taxon,Melanerpes carolinus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18236,referenced_taxon,Colaptes auratus,fr,Colaptes auratus,Colaptes auratus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18236,referenced_taxon,Colaptes auratus,en,Northern Flicker,Northern Flicker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18236,referenced_taxon,Colaptes auratus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18911,referenced_taxon,Psittacula krameri,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18911,referenced_taxon,Psittacula krameri,en,Rose-ringed Parakeet,Rose-ringed Parakeet,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:18911,referenced_taxon,Psittacula krameri,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1907,referenced_taxon,Cuculus canorus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1907,referenced_taxon,Cuculus canorus,en,Common Cuckoo,Common Cuckoo,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:1907,referenced_taxon,Cuculus canorus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:19898,referenced_taxon,Strix aluco,fr,Chouette hulotte,Chouette hulotte,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:19898,referenced_taxon,Strix aluco,en,Tawny Owl,Tawny Owl,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:19898,referenced_taxon,Strix aluco,nl,Bosuil,Bosuil,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:199913,referenced_taxon,Buteo plagiatus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:199913,referenced_taxon,Buteo plagiatus,en,Gray Hawk,Gray Hawk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:199913,referenced_taxon,Buteo plagiatus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:199916,referenced_taxon,Setophaga caerulescens,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:199916,referenced_taxon,Setophaga caerulescens,en,Black-throated Blue Warbler,Black-throated Blue Warbler,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:199916,referenced_taxon,Setophaga caerulescens,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:19998,referenced_taxon,Athene noctua,fr,Chevêche d'Athéna,Chevêche d'Athéna,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:19998,referenced_taxon,Athene noctua,en,Little Owl,Little Owl,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:19998,referenced_taxon,Athene noctua,nl,Steenuil,Steenuil,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20059,referenced_taxon,Bubo bubo,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20059,referenced_taxon,Bubo bubo,en,Eurasian Eagle-Owl,Eurasian Eagle-Owl,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20059,referenced_taxon,Bubo bubo,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201035,referenced_taxon,Clanga clanga,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201035,referenced_taxon,Clanga clanga,en,Greater Spotted Eagle,Greater Spotted Eagle,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201035,referenced_taxon,Clanga clanga,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201041,referenced_taxon,Rupornis magnirostris,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201041,referenced_taxon,Rupornis magnirostris,en,Roadside Hawk,Roadside Hawk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201041,referenced_taxon,Rupornis magnirostris,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201282,referenced_taxon,Gallinula chloropus,fr,Gallinule poule-d'eau,Gallinule poule-d'eau,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201282,referenced_taxon,Gallinula chloropus,en,Common Moorhen,Common Moorhen,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:201282,referenced_taxon,Gallinula chloropus,nl,Waterhoen,Waterhoen,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20307,referenced_taxon,Asio otus,fr,Hibou moyen-duc,Hibou moyen-duc,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20307,referenced_taxon,Asio otus,en,Long-eared Owl,Long-eared Owl,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20307,referenced_taxon,Asio otus,nl,Ransuil,Ransuil,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20315,referenced_taxon,Asio flammeus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20315,referenced_taxon,Asio flammeus,en,Short-eared Owl,Short-eared Owl,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20315,referenced_taxon,Asio flammeus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:203153,referenced_taxon,Parus major,fr,Mésange charbonnière,Mésange charbonnière,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:203153,referenced_taxon,Parus major,en,Great Tit,Great Tit,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:203153,referenced_taxon,Parus major,nl,Koolmees,Koolmees,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20445,referenced_taxon,Tyto alba,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20445,referenced_taxon,Tyto alba,en,Western Barn Owl,Western Barn Owl,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:20445,referenced_taxon,Tyto alba,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204456,referenced_taxon,Acrocephalus arundinaceus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204456,referenced_taxon,Acrocephalus arundinaceus,en,Great Reed Warbler,Great Reed Warbler,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204456,referenced_taxon,Acrocephalus arundinaceus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204472,referenced_taxon,Buteo buteo,fr,Buse variable,Buse variable,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204472,referenced_taxon,Buteo buteo,en,Common Buzzard,Common Buzzard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204472,referenced_taxon,Buteo buteo,nl,Buizerd,Buizerd,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204496,referenced_taxon,Corvus corone,fr,Corneille noire,Corneille noire,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204496,referenced_taxon,Corvus corone,en,Carrion Crow,Carrion Crow,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204496,referenced_taxon,Corvus corone,nl,Zwarte Kraai,Zwarte Kraai,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204533,referenced_taxon,Larus argentatus,fr,Goéland argenté,Goéland argenté,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204533,referenced_taxon,Larus argentatus,en,European Herring Gull,European Herring Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204533,referenced_taxon,Larus argentatus,nl,Zilvermeeuw,Zilvermeeuw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204545,referenced_taxon,Motacilla flava,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204545,referenced_taxon,Motacilla flava,en,Western Yellow Wagtail,Western Yellow Wagtail,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204545,referenced_taxon,Motacilla flava,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204556,referenced_taxon,Oriolus oriolus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204556,referenced_taxon,Oriolus oriolus,en,Eurasian Golden Oriole,Eurasian Golden Oriole,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:204556,referenced_taxon,Oriolus oriolus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2599,referenced_taxon,Alcedo atthis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2599,referenced_taxon,Alcedo atthis,en,Common Kingfisher,Common Kingfisher,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2599,referenced_taxon,Alcedo atthis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:2938,referenced_taxon,Streptopelia turtur,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
