priority,taxon_id,taxon_kind,scientific_name,language,existing_name,selected_candidate_name,selected_source,selected_source_priority,display_status,recommendation,conflict_status,alternatives,affected_target_count,affected_ready_target_count,relationship_occurrence_count,projected_unlock_value,reviewer,reviewed_name,review_confidence,review_source,review_notes,apply_status
P3,reftaxon:inaturalist:4972,referenced_taxon,Ardea melanocephala,fr,Ardea melanocephala,Ardea melanocephala,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4972,referenced_taxon,Ardea melanocephala,en,Black-headed Heron,Black-headed Heron,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:4972,referenced_taxon,Ardea melanocephala,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:507881,referenced_taxon,Porphyriops melanops,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:507881,referenced_taxon,Porphyriops melanops,en,Spot-flanked Gallinule,Spot-flanked Gallinule,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:507881,referenced_taxon,Porphyriops melanops,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:510458,referenced_taxon,Anas platyrhynchos × Netta rufina,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:510458,referenced_taxon,Anas platyrhynchos × Netta rufina,en,Mallard × Red-crested Pochard,Mallard × Red-crested Pochard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:510458,referenced_taxon,Anas platyrhynchos × Netta rufina,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5106,referenced_taxon,Accipiter nisus,fr,Épervier d'Europe,Épervier d'Europe,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5106,referenced_taxon,Accipiter nisus,en,Eurasian Sparrowhawk,Eurasian Sparrowhawk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5106,referenced_taxon,Accipiter nisus,nl,Sperwer,Sperwer,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:513926,referenced_taxon,Rallus aquaticus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:513926,referenced_taxon,Rallus aquaticus,en,Water Rail,Water Rail,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:513926,referenced_taxon,Rallus aquaticus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5173,referenced_taxon,Circus aeruginosus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5173,referenced_taxon,Circus aeruginosus,en,Western Marsh Harrier,Western Marsh Harrier,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5173,referenced_taxon,Circus aeruginosus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5200,referenced_taxon,Buteo lagopus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5200,referenced_taxon,Buteo lagopus,en,Rough-legged Hawk,Rough-legged Hawk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5200,referenced_taxon,Buteo lagopus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5227,referenced_taxon,Buteo platypterus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5227,referenced_taxon,Buteo platypterus,en,Broad-winged Hawk,Broad-winged Hawk,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5227,referenced_taxon,Buteo platypterus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5267,referenced_taxon,Milvus milvus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5267,referenced_taxon,Milvus milvus,en,Red Kite,Red Kite,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5267,referenced_taxon,Milvus milvus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5325,referenced_taxon,Pernis apivorus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5325,referenced_taxon,Pernis apivorus,en,European Honey-buzzard,European Honey-buzzard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:5325,referenced_taxon,Pernis apivorus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558426,referenced_taxon,Anser caerulescens,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558426,referenced_taxon,Anser caerulescens,en,Snow Goose,Snow Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558426,referenced_taxon,Anser caerulescens,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558427,referenced_taxon,Anser rossii,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558427,referenced_taxon,Anser rossii,en,Ross's Goose,Ross's Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558427,referenced_taxon,Anser rossii,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558429,referenced_taxon,Spatula querquedula,fr,Spatula querquedula,Spatula querquedula,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558429,referenced_taxon,Spatula querquedula,en,Garganey,Garganey,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558429,referenced_taxon,Spatula querquedula,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558433,referenced_taxon,Spatula discors,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558433,referenced_taxon,Spatula discors,en,Blue-winged Teal,Blue-winged Teal,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558433,referenced_taxon,Spatula discors,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558438,referenced_taxon,Spatula clypeata,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558438,referenced_taxon,Spatula clypeata,en,Northern Shoveler,Northern Shoveler,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558438,referenced_taxon,Spatula clypeata,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558439,referenced_taxon,Mareca strepera,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558439,referenced_taxon,Mareca strepera,en,Gadwall,Gadwall,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558439,referenced_taxon,Mareca strepera,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558442,referenced_taxon,Mareca sibilatrix,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558442,referenced_taxon,Mareca sibilatrix,en,Chiloe Wigeon,Chiloe Wigeon,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:558442,referenced_taxon,Mareca sibilatrix,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:59202,referenced_taxon,Larus michahellis,fr,Goéland leucophée,Goéland leucophée,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:59202,referenced_taxon,Larus michahellis,en,Yellow-legged Gull,Yellow-legged Gull,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:59202,referenced_taxon,Larus michahellis,nl,Geelpootmeeuw,Geelpootmeeuw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:64705,referenced_taxon,Delichon urbicum,fr,Hirondelle de fenêtre,Hirondelle de fenêtre,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:64705,referenced_taxon,Delichon urbicum,en,Western House Martin,Western House Martin,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:64705,referenced_taxon,Delichon urbicum,nl,Huiszwaluw,Huiszwaluw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6571,referenced_taxon,Chaetura pelagica,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6571,referenced_taxon,Chaetura pelagica,en,Chimney Swift,Chimney Swift,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6571,referenced_taxon,Chaetura pelagica,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6638,referenced_taxon,Apus apus,fr,Martinet noir,Martinet noir,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6638,referenced_taxon,Apus apus,en,Common Swift,Common Swift,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6638,referenced_taxon,Apus apus,nl,Gierzwaluw,Gierzwaluw,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6916,referenced_taxon,Cygnus cygnus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6916,referenced_taxon,Cygnus cygnus,en,Whooper Swan,Whooper Swan,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6916,referenced_taxon,Cygnus cygnus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6917,referenced_taxon,Cygnus columbianus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6917,referenced_taxon,Cygnus columbianus,en,Tundra Swan,Tundra Swan,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6917,referenced_taxon,Cygnus columbianus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6930,referenced_taxon,Anas platyrhynchos,fr,Canard colvert,Canard colvert,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6930,referenced_taxon,Anas platyrhynchos,en,Mallard,Mallard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6930,referenced_taxon,Anas platyrhynchos,nl,Wilde Eend,Wilde Eend,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6990,referenced_taxon,Bucephala clangula,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6990,referenced_taxon,Bucephala clangula,en,Common Goldeneye,Common Goldeneye,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:6990,referenced_taxon,Bucephala clangula,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7008,referenced_taxon,Anser indicus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7008,referenced_taxon,Anser indicus,en,Bar-headed Goose,Bar-headed Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7008,referenced_taxon,Anser indicus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7014,referenced_taxon,Anser cygnoides,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7014,referenced_taxon,Anser cygnoides,en,Swan Goose,Swan Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7014,referenced_taxon,Anser cygnoides,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7018,referenced_taxon,Anser anser,fr,Oie cendrée,Oie cendrée,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7018,referenced_taxon,Anser anser,en,Greylag Goose,Greylag Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7018,referenced_taxon,Anser anser,nl,Grauwe Gans,Grauwe Gans,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7019,referenced_taxon,Anser albifrons,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7019,referenced_taxon,Anser albifrons,en,Greater White-fronted Goose,Greater White-fronted Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7019,referenced_taxon,Anser albifrons,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7045,referenced_taxon,Aythya ferina,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7045,referenced_taxon,Aythya ferina,en,Common Pochard,Common Pochard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7045,referenced_taxon,Aythya ferina,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7067,referenced_taxon,Tadorna tadorna,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7067,referenced_taxon,Tadorna tadorna,en,Common Shelduck,Common Shelduck,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7067,referenced_taxon,Tadorna tadorna,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7089,referenced_taxon,Branta canadensis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7089,referenced_taxon,Branta canadensis,en,Canada Goose,Canada Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7089,referenced_taxon,Branta canadensis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7101,referenced_taxon,Branta leucopsis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7101,referenced_taxon,Branta leucopsis,en,Barnacle Goose,Barnacle Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7101,referenced_taxon,Branta leucopsis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7104,referenced_taxon,Branta sandvicensis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7104,referenced_taxon,Branta sandvicensis,en,Hawaiian Goose,Hawaiian Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7104,referenced_taxon,Branta sandvicensis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7120,referenced_taxon,Cairina moschata,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7120,referenced_taxon,Cairina moschata,en,Muscovy Duck,Muscovy Duck,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7120,referenced_taxon,Cairina moschata,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7122,referenced_taxon,Netta rufina,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7122,referenced_taxon,Netta rufina,en,Red-crested Pochard,Red-crested Pochard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7122,referenced_taxon,Netta rufina,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7123,referenced_taxon,Netta erythrophthalma,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7123,referenced_taxon,Netta erythrophthalma,en,Southern Pochard,Southern Pochard,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7123,referenced_taxon,Netta erythrophthalma,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7192,referenced_taxon,Mergellus albellus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7192,referenced_taxon,Mergellus albellus,en,Smew,Smew,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:7192,referenced_taxon,Mergellus albellus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72486,referenced_taxon,Alopochen aegyptiaca,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72486,referenced_taxon,Alopochen aegyptiaca,en,Egyptian Goose,Egyptian Goose,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72486,referenced_taxon,Alopochen aegyptiaca,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72502,referenced_taxon,Anas chlorotis,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72502,referenced_taxon,Anas chlorotis,en,Brown Teal,Brown Teal,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72502,referenced_taxon,Anas chlorotis,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72994,referenced_taxon,Lophonetta specularioides,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72994,referenced_taxon,Lophonetta specularioides,en,Crested Duck,Crested Duck,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:72994,referenced_taxon,Lophonetta specularioides,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:73542,referenced_taxon,Turdus flavipes,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:73542,referenced_taxon,Turdus flavipes,en,Yellow-legged Thrush,Yellow-legged Thrush,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:73542,referenced_taxon,Turdus flavipes,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792977,referenced_taxon,Dryobates minor,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792977,referenced_taxon,Dryobates minor,en,Lesser Spotted Woodpecker,Lesser Spotted Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792977,referenced_taxon,Dryobates minor,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792985,referenced_taxon,Dendrocoptes medius,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792985,referenced_taxon,Dendrocoptes medius,en,Middle Spotted Woodpecker,Middle Spotted Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792985,referenced_taxon,Dendrocoptes medius,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792988,referenced_taxon,Dryobates pubescens,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792988,referenced_taxon,Dryobates pubescens,en,Downy Woodpecker,Downy Woodpecker,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:792988,referenced_taxon,Dryobates pubescens,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:793469,referenced_taxon,Regulus regulus,fr,Regulus regulus,Regulus regulus,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:793469,referenced_taxon,Regulus regulus,en,Goldcrest,Goldcrest,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:793469,referenced_taxon,Regulus regulus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8001,referenced_taxon,Corvus ossifragus,fr,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8001,referenced_taxon,Corvus ossifragus,en,Fish Crow,Fish Crow,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8001,referenced_taxon,Corvus ossifragus,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8010,referenced_taxon,Corvus corax,fr,Corvus corax,Corvus corax,manual_or_curated_existing,0,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8010,referenced_taxon,Corvus corax,en,Common Raven,Common Raven,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8010,referenced_taxon,Corvus corax,nl,,,,4,not_displayable_missing,not_for_corpus_display_missing,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8029,referenced_taxon,Corvus frugilegus,fr,Corbeau freux,Corbeau freux,inaturalist,1,not_displayable_scientific_fallback,not_for_corpus_display_scientific_fallback,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8029,referenced_taxon,Corvus frugilegus,en,Rook,Rook,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8029,referenced_taxon,Corvus frugilegus,nl,Roek,Roek,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
P3,reftaxon:inaturalist:8088,referenced_taxon,Garrulus glandarius,fr,Geai des chênes,Geai des chênes,manual_or_curated_existing,0,displayable_curated,keep_existing_curated,none,,0,0,0,0,,,,,,pending
